aid;brand;mpnr;ean;name;desc;shop_cat;price;link;image;old_price;dlv_time;dlv_cost;pzn;promo_text;
2074B;Forma Care;2074B;4036978013243;FORMA-care pants premium dry M1 - Gr. M - bei mittelschwerer bis schwerer Inkontinenz - für einen Hüftumfang von 80 - 120 cm - weiß - 14 Stück - 1 Beutel;forma-care pants premium dry - Gr. M bei mittelschwerer bis schwerer Inkontinenz  Die atmungsaktive und latexfreie forma-care pants premium dry bietet angenehmen Tragekomfort und zuverlässige Sicherheit.  Sie besticht durch ihre besonders starke Saugkraft und ist daher für Patienten mit mittelschwerer bis schwerer Inkontinenz  optimal geeignet. Die forma-care pants premium dry leitet die Flüssigkeit schnell ins Innere verhindert somit die  Rücknässung und schließt Feuchtigkeit und Gerüche sicher im Kern ein. Der sichere Dry Safe Seitenauslaufschutz bietet zudem  zusätzlichen Schutz. Somit können Hautirritationen verhindert werden und die Haut bleibt angenehm trocken. Ein zusätzlicher  Nässeindikator zeigt zuverlässig an wann das Produkt gewechselt werden muss.  Größe: M (passend für einen Hüftumfang von 80 - 120 cm);Home > Inkontinenz;13.80;https://www.inko-versand.de/inkontinenzbedarf/product-2074b-forma-care-pants-premium-dry-m1-gr-m-bei-mittelschwerer-bis-schwerer-inkontinenz-fuer-einen-hueftumfang-von-80-120-cm-weiss-14-stueck-1-beutel.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/o/forma-care-pants-premium-dry-m1.jpg;14.49;ca. 5-7 Tage;6.90;08487792;;
9562 01;Forma Care;9562-01;4059855909958;FORMA-care SLIP comfort medium - EXTRA NACHT - Gr. M - 75-110 cm - 90 Stück;forma-care SLIP comfort medium extra Nacht - Gr. M Bei mittlerer bis schwerster Inkontinenz  forma-care slips wurden speziell für bettlägerige oder intensiv pflegebedürftige Patienten entwickelt.  Der Inkontinenz-Slip bietet dem Pflegebedürftigen mehr Sicherheit als bei einer herkömmlichen Versorgung mit Vorlagen.  forma-care slip hat eine elastische undurchlässige Außenfolie mit integriertem Nässeindikator. Der spezielle Saugkern garantiert  eine hohe Saugkraft und verhindert gleichzeitig die Rücknässung. Die optimale Anpassung an die anatomischen Gegebenheiten  machen die forma-care Inkontinenzslips zu einem zuverlässigen Begleiter für die Pflege. Wasserabweisende Barrieren als Auslaufschutz an den Seiten verhindern das Austreten von Flüssigkeit.  Größe: M (passend für einen Hüftumfang von 75 - 110 cm)  Saugstärke nach ISO: 3.250 ml  Lieferumfang: 1 Karton / 5 x 18 Stück = 90 Stück;Home > Inkontinenz;56.07;https://www.inko-versand.de/inkontinenzbedarf/product-9562-01-forma-care-slip-comfort-medium-extra-nacht-gr-m-75-110-cm-90-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/5/9562-01_2.jpg;58.87;ca. 5-7 Tage;6.90;04956327;;
08 5801;Forma Care;08-580105;4036978008386;FORMA-care Netzhose Convenience Gr. M - elastische Fixierslips - 1 Box / 50 Stück;Die elastischen Fixierslips dienen der Fixierung von Inkontinenzvorlagen und anderen Vorlagen. Durch ihre spezielle hautfreundliche Materialzusammensetzung  zeichnen sich diese Fixierslips durch hohe Elastizität einer optimalen Körperpassform und einer guten Vorlagenfixierung aus. Die offene Struktur des Gewebes  sorgt für ein gutes Mikroklima auf der Haut. Die Fixierhosen tragen dazu bei dass inkontinente Menschen ein selbständiges Leben mit höchstmöglicher Sicherheit  und bestmöglichem Komfort führen können.  Größe: M (passend für einen Hüftumfang von 80 - 120 cm)  Lieferumfang: 1 Box / 50 Stück;Home > Inkontinenz;33.29;https://www.inko-versand.de/inkontinenzbedarf/product-705801-forma-care-netzhose-convenience-gr-m-elastische-fixierslips-1-box-50-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/705801_2.jpg;34.95;ca. 5-7 Tage;6.90;02032116;;
4284939;Forma Care;4284939;4036978300091;NUTRIbest ThickenS - Andickungspulver - 3.000 g - 1 Eimer;NUTRIbest ThickenS ist ein Pulver zum Andicken von warmen und kalten Flüssigkeiten und weichen Speisen.  Es wird bei Kau- und Schluckstörungen angewendet und erleichtert das Anreichen von dünnflüssigen Speisen und Getränken.  NUTRIbest ThickenS verdickt die Konsistenz der Flüssigkeit und kann so die Aspirationsgefahr verringern.  Je nach Dosiergrad kann eine sirup- creme- oder puddingartige Konsistenz erzielt werden.  Durch den erhöhten Kohlenhydratanteil ist NUTRIbest ThickenS sehr ergiebig.     Anwendungshinweis:  NUTRIbest ThickenS in warme oder kalte Speisen und Getränken einstreuen und anschließend rühren bis zum gewünschten Andickungsgrad.    Frei von Gluten Lactose Cholesterin und Purin.    Geschmacksrichtung: Neutral     Inhalt: 3.000 g    Lieferumfang: 1 Eimer;Home > Nahrung;53.80;https://www.inko-versand.de/nahrung/product-4284939-nutribest-thickens-andickungspulver-3-000-g-1-eimer.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/2/4284939_2.jpg;61.87;ca. 5-7 Tage;6.90;04284939;;
79824;AMD;15005100;3401046570040;AMD Form - (MAXI) anatomische Inkontinenzvorlagen - sehr starker Inkontinenz - 80 Stück;Die anatomisch geformte Urininkontinenzvorlage AMD Form MAXI findet Anwendung bei schwerer Urininkontinenz.   Die Vorlage eignet sich für Menschen welche mobil oder auch bettlägerig sind. Außen sind sie von einer sehr weichen textilähnlichen Oberfläche.   Der mehrschichtige Saugkern ist angereichert mit Superabsorber welcher den Urin schnell aufnimmt und in Gel umwandelt. ;Home > Inkontinenz > Nach Marken sortiert > AMD;39.50;https://www.inko-versand.de/amd-form-maxi.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/a/m/amd-form-_maxi_-anatomische-inkontinenzvorlagen-sehr-starker-inkontinenz-80-st_ck_inko-versand.jpg;43.45;ca. 5-7 Tage;6.90;7556841;;
6894760;Forma care ;6894760;4036978005408;FORMA-care waschbare Krankenunterlage aus PU mit Stecktuch - 85 x 90 cm - 1 Stück;Waschbare Krankenunterlage (Bettunterlage) mit Stecktuch zum Fixieren der Auflage unter der Matratze  Angenehm weich und geräuschlos  Waschbar und Trocknergeeignet (Waschanleitung bitte beachten)  Maße: 85 x 90 cm plus je 45 cm Stecktuch beidseitig  Wasserundurchlässig;Home > Inkontinenz > Nach Marken sortiert > Formacare;12.99;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/formacare/product-6894760-forma-care-waschbare-krankenunterlage-aus-pu-mit-stecktuch-85-x-90-cm-1-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/6/8/6894760_3.jpg;14.29;ca. 5-7 Tage;6.90;6894760;;
1562-01;Forma care ;1562-01;4036978004753;FORMA-care Slip PREMIUM dry M3 (75 - 110 cm) - NACHT - weiß - bei mittlerer bis schwerer Inkontinenz - 90 Stk./Karton;forma-care Slip PREMIUM dry  Größe: M3  Für bettlägerige und intensiv pflegebedürftige Patienten  Angenehmer Tragekomfort und ein hohes Maß an Sicherheit  Umfang: 75 - 110 cm  Lieferumfang: 1 Karton / 90 Stück;Home > Inkontinenz ;48.00;https://www.inko-versand.de/product-1562-01-forma-care-slip-premium-dry-m3-nacht-weiss-90-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/1/5/1562-01_2.jpg;52.80;ca. 5-7 Tage;6.90;06411098;;
1065-01;Forma care ;1065-01;4036978004715;FORMA-care Slip PREMIUM Dry M (75 - 110 cm) - TAG - weiß - zum Kleben - bei schwerer bis schwerster Inkontinenz - 80 Stk./Karton;forma-care Slip PREMIUM dry  Größe: M  Für bettlägerige und intensiv pflegebedürftige Patienten  Angenehmer Tragekomfort und ein hohes Maß an Sicherheit  Lieferumfang: 1 Karton / 80 Stück    ;Home > Inkontinenz > Nach Marken sortiert > Formacare;51.20;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/formacare/product-1065-01-forma-care-slip-premium-dry-m-tag-weiss-zum-kleben-80-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/1/0/1065-01_2.jpg;56.32;ca. 5-7 Tage;6.90;6411081;;
1567-01;Forma care ;1567-01;4036978004777;FORMA-care Slip PREMIUM dry L3 (110 - 150 cm) - NACHT - weiß - bei mittelschwerer bis schwerer Inkontinenz - 64 Stk./karton;forma-care Slip PREMIUM dry  Größe: L3  Für bettlägerige und intensiv pflegebedürftige Patienten  Angenehmer Tragekomfort und ein hohes Maß an Sicherheit  Lieferumfang: 1 Karton / 64 Stück;Home > Inkontinenz > Nach Marken sortiert > Formacare;51.95;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/formacare/product-1567-01-forma-care-slip-premium-dry-l3-nacht-weiss-64-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/1/5/1567-01_2.jpg;54.55;ca. 5-7 Tage;6.90;6411112;;
1070-01;Forma care ;1070-01;4036978004739;FORMA-care Slip PREMIUM dry L1 (110 - 150 cm)- TAG - weiß - zum Kleben - bei mittelschwerer bis schwerer Inkontinenz - 80 Stk./Karton;forma-care Slip PREMIUM dry  Größe: L1  Für bettlägerige und intensiv pflegebedürftige Patienten  Angenehmer Tragekomfort und ein hohes Maß an Sicherheit  Lieferumfang: 1 Karton / 80 Stück;Home > Inkontinenz > Nach Marken sortiert > Formacare;65.00;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/formacare/product-1070-01-forma-care-slip-premium-dry-l1-tag-weiss-zum-kleben-80-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/1/0/1070-01_2.jpg;68.25;ca. 5-7 Tage;6.90;6411106;;
9562 01;Forma care ;9562-01;4059855909958;FORMA-care SLIP comfort medium - EXTRA NACHT - Gr. M - 75-110 cm - 90 Stk./Karton;elastische undurchlässige Außenfolie  garantiert hohe Saugkraft und verhindert die Rücknässung  optimale Anpassung an die anatomischen Gegebenheiten  wasserabweisende Barrieren als Auslaufschutz an den Seiten  passend für einen Hüftumfang von 75 - 110 cm;Home > Inkontinenz > Nach Marken sortiert > Formacare;56.07;https://www.inko-versand.de/product-9562-01-forma-care-slip-comfort-medium-extra-nacht-gr-m-75-110-cm-90-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/5/9562-01_2.jpg;58.87;ca. 5-7 Tage;6.90;04956327;;
20-4031;Forma care ;20-4031;4036978013311;FORMA-care PREMIUM Dry woman mini plus - Inkontinenz-Einlagen bei leichter bis mittelschwerer Inkontinenz - 192 Stk./Karton;forma-care PREMIUM Dry woman mini plus  Größe: 275 x 11 cm  Bei leichter bis mittelschwerer Inkontinenz  Anatomisch geformt  Lieferumfang: 1 Karton / 192 Stück;Home > Inkontinenz > Nach Marken sortiert > Formacare;29.95;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/formacare/product-20-4031-forma-care-premium-dry-woman-mini-plus-inkontinenz-einlagen-192-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20-4031_2.jpg;32.95;ca. 5-7 Tage;6.90;8924040;;
1035-01;Forma care ;1035-01;4036978013168;FORMA-care PREMIUM Dry form midi - Inkontinenz-Vorlagen bei leichter bis mittlerer Blasenschwäche - 100 Stk./Karton;forma-care PREMIUM dry form midi  Maße: 30 x 55 cm  Bei leichter bis mittelschwerer Inkontinenz  Anatomisch geformt  Lieferumfang: 1 Karton / 100 Stück;Home > Inkontinenz > Nach Marken sortiert > Formacare;32.75;https://www.inko-versand.de/product-1035-01-forma-care-premium-dry-form-midi-inkontinenz-vorlagen-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/1/0/1035-01_2.jpg;36.03;ca. 5-7 Tage;6.90;08466726;;
1050-01;Forma care ;1050-01;4036978011782;FORMA-care PREMIUM Dry form extra - Inkontinenz-Vorlagen - 100 Stk./Karton;forma-care PREMIUM dry form extra  Maße: 35 x 70 cm  Bei schwerer bis schwerster Inkontinenz  Anatomisch geformt  Lieferumfang: 1 Karton / 100 Stück;Home > Inkontinenz > Nach Marken sortiert > Formacare;63.49;https://www.inko-versand.de/product-1050-01-forma-care-premium-dry-form-extra-inkontinenz-vorlagen-100-stueck.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/1/0/1050-01_2.jpg;69.84;ca. 5-7 Tage;6.90;8459703;;
2079;Forma care ;2079;4036978013298;FORMA-care pants premium dry XL - bei mittlerer bis schwerer Inkontinenz - für einen Hüftumfang von 130 - 170 cm - weiß - 84 Stk./Karton;forma-care pants premium dry- Inkontinenz Pants  Gr. XL ( für Hüftumfang 130-170 cm )  bei mittelschwerer bis schwerer Inkontinenz  atmungsaktiv und latexfrei;Home > Inkontinenz > Nach Marken sortiert > Formacare;93.59;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/formacare/product-2079-forma-care-pants-premium-dry-xl-gr-xl-bei-mittelschwerer-bis-schwerer-inkontinenz-fuer-einen-hueftumfang-von-130-170-cm-weiss-6-x-14-stueck-1-karton.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/2079_2.jpg;102.95;ca. 5-7 Tage;6.90;08468205;;
2078;Forma care ;2078;4036978013199;forma-care pants premium dry NACHT L3 - Gr. L - bei mittlerer bis schwerer Inkontinenz - für einen Hüftumfang von 100 - 145 cm - weiß - 84 Stk./Karton;forma-care pants premium dry NACHT - Inkontinenz Pants  Gr. L ( für Hüftumfang 100-145 cm )  bei mittelschwerer bis schwerer Inkontinenz  atmungsaktiv und latexfrei  Lieferumfang: 1 Karton / 84 Stück;Home > Inkontinenz > Nach Marken sortiert > Formacare;67.95;https://www.inko-versand.de/product-2078-forma-care-pants-premium-dry-nacht-l3-gr-l-bei-mittelschwerer-bis-schwerer-inkontinenz-fuer-einen-hueftumfang-von-100-145-cm-weiss-6-x-14-stueck-1-karton.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/2078_2.jpg;74.75;ca. 5-7 Tage;6.90;08468197;;
2074B;Forma care ;2074B;4036978013243;FORMA-care pants premium dry M1 - Gr. M - bei mittelschwerer bis schwerer Inkontinenz - für einen Hüftumfang von 80 - 120 cm - weiß - 14 Stk./Beutel;forma-care pants premium dry- Inkontinenz Pants  Gr. M ( für Hüftumfang 80-120 cm )  bei mittelschwerer bis schwerer Inkontinenz  atmungsaktiv und latexfrei  Lieferumfang: 1 Beutel / 14 Stück;Home > Inkontinenz > Nach Marken sortiert > Formacare;13.80;https://www.inko-versand.de/product-2074b-forma-care-pants-premium-dry-m1-gr-m-bei-mittelschwerer-bis-schwerer-inkontinenz-fuer-einen-hueftumfang-von-80-120-cm-weiss-14-stueck-1-beutel.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/o/forma-care-pants-premium-dry-m1.jpg;15.18;ca. 5-7 Tage;6.90;08487792;;
1077-01;Forma care ;1077-01;4036978013205; Mehr Ansichten  FORMA-care pants premium dry L1 - Gr. L - bei mittlerer bis schwerer Inkontinenz - für einen Hüftumfang von 100 - 145 cm - weiß - 14 Stk./Beutel;forma-care pants premium dry- Inkontinenz Pants  Gr. L ( für Hüftumfang 100-145 cm )  bei mittelschwerer bis schwerer Inkontinenz  atmungsaktiv und latexfrei  Lieferumfang: 1 Beutel / 14 Stück;Home > Inkontinenz > Nach Marken sortiert > Formacare;12.59;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/formacare/product-2077b-forma-care-pants-premium-dry-l1-gr-l-bei-mittelschwerer-bis-schwerer-inkontinenz-fuer-einen-hueftumfang-von-100-145-cm-weiss-14-stueck-1-beutel.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/2077_2_1.jpg;13.85;ca. 5-7 Tage;6.90;8487763;;
CP 01.07.01.01;Lovital;CP 01.07.01.01;4100910107564;Lovital complete Mischkarton - 12X330ml im Karton - glutenfrei praktisch lactose- und ballaststofffrei;Lovital complete Mischkarton (Vanille Basic Kaffee Keks)     • Trinknahrung Vanille basic Kaffe und Keks Geschmacksrichtung  • Weiter Geschmacksrichtungen sind derzeit lieferbar Basic Kaffee Keks und Vanille im sortenreinen Karton  • Enthält alle lebenswichtigen Mikro- und Makronährstoffe wie Eiweiß Kohlenhydrate Fette Vitamine und Spurenelemente in konzentrierter Form  • Enthält 2kcal/ml und somit 660 kcal pro Getränkepackung  • Ist geeignet als Nahrungsergänzung oder zur vollständigen Ernährung im Rahmen der vollbilanzierten Diät (im Normalfall)  • Kann dabei unterstützen Gewicht aufzubauen und Ernährungsdefizite zu mindern sowie ungewolltem Gewichtsverlust entgegenzuwirken  • Eine Packung entspricht einer Mahlzeit mit 660 kcal das Produkt ist zur vollständigen Ernährung geeignet  • Entspricht der Diätverordnung und folgt den Empfehlungen der DGE  • Ist bei Verordnung erstattungsfähig gemäß AMR Abschnitt 1 §§ 18-26  • Kann solange verwendet werden bis der gewünschte Ernährungszustand erreicht ist. Hierzu de;Home > Nahrung > Trinknahrung;37.65;https://www.inko-versand.de/nahrung/trinknahrung/lovital-complete-trinknahrung-mischkarton-karton.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/o/lovital-trinknahrung_1-min_1.jpg;39.53;ca. 5-7 Tage;6.90;2503076;;
CP 01.03.01.01;Lovital;CP 01.03.01.01;4100910107519;Lovital complete Vanille - 12X330ml im Karton - glutenfrei praktisch lactose- und ballaststofffrei;Lovital complete Vanille    • Trinknahrung Keks Geschmacksrichtung  • Weiter Geschmacksrichtungen sind derzeit lieferbar Basic Kaffee Keks und Vanille im sortenreinen oder Mischkarton  • Enthält alle lebenswichtigen Mikro- und Makronährstoffe wie Eiweiß Kohlenhydrate Fette Vitamine und Spurenelemente in konzentrierter Form  • Enthält 2kcal/ml und somit 660 kcal pro Getränkepackung  • Ist geeignet als Nahrungsergänzung oder zur vollständigen Ernährung im Rahmen der vollbilanzierten Diät (im Normalfall)  • Kann dabei unterstützen Gewicht aufzubauen und Ernährungsdefizite zu mindern sowie ungewolltem Gewichtsverlust entgegenzuwirken  • Eine Packung entspricht einer Mahlzeit mit 660 kcal das Produkt ist zur vollständigen Ernährung geeignet  • Entspricht der Diätverordnung und folgt den Empfehlungen der DGE  • Ist bei Verordnung erstattungsfähig gemäß AMR Abschnitt 1 §§ 18-26  • Kann solange verwendet werden bis der gewünschte Ernährungszustand erreicht ist. Hierzu dem Rat des behandelnden Arztes oder des Ernährun;Home;37.65;https://www.inko-versand.de/lovital-complete-trinknahrung-vanille-karton.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/o/lovital-complete_vanille_4.jpg;39.53;ca. 5-7 Tage;6.90;139407;;
CP 04.06.06.01;Lovital;CP 04.06.06.01;4260377930140;Lovital Maltodextrin - Kohlenhydratpulver - 500g;Eimer 1L = 500g  Gescmack neutral  dient zur Energieanreicherung von Speisen und Getränken  Zutatenverzeichnis: Maltodextrin  Das Plus an Kohlenhydraten  löst sich schnell in kalten und warmen Flüssigkeiten  völlig geschmacksneutral  Anwendung ohne Konsistenz und Farbveränderung  frei von Gluten Milcheiweiß Laktose und Fructose  Anwendungshinweis: 1 Eßlöffel ca. 10g entspricht ca. 38 kcal.  Erhältlich im 500g  2.500g und 5000g Eimer  Geeignet beim Einsatz von Mangelernährung  Alle angegebenen Werte der Inhaltsstoffe und Nährwertinformationen sind Durchschnittswerte und können aufgrund von Rohstoffschwankungen abweichen.;Home;7.35;https://www.inko-versand.de/lovital-pro-8-5-kohlenhydratpulver-500g.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/o/lovital-maltodextrin.jpg;8.09;ca. 5-7 Tage;6.90;10386207;;
CP 01.01.01.01;Lovital;CP 01.01.01.01;4100910107502;Lovital complete Basic - 12X330ml im Karton - glutenfrei praktisch lactose- und ballaststofffrei;Lovital complete Basic    • Trinknahrung Keks Geschmacksrichtung  • Weiter Geschmacksrichtungen sind derzeit lieferbar Basic Kaffee Keks und Vanille im sortenreinen oder Mischkarton  • Enthält alle lebenswichtigen Mikro- und Makronährstoffe wie Eiweiß Kohlenhydrate Fette Vitamine und Spurenelemente in konzentrierter Form  • Enthält 2kcal/ml und somit 660 kcal pro Getränkepackung  • Ist geeignet als Nahrungsergänzung oder zur vollständigen Ernährung im Rahmen der vollbilanzierten Diät (im Normalfall)  • Kann dabei unterstützen Gewicht aufzubauen und Ernährungsdefizite zu mindern sowie ungewolltem Gewichtsverlust entgegenzuwirken  • Eine Packung entspricht einer Mahlzeit mit 660 kcal das Produkt ist zur vollständigen Ernährung geeignet  • Entspricht der Diätverordnung und folgt den Empfehlungen der DGE  • Ist bei Verordnung erstattungsfähig gemäß AMR Abschnitt 1 §§ 18-26  • Kann solange verwendet werden bis der gewünschte Ernährungszustand erreicht ist. Hierzu dem Rat des behandelnden Arztes oder des Ernährungs;Home;37.65;https://www.inko-versand.de/lovital-complete-trinknahrung-basic-karton.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/o/lovital-complete_basic_4.jpg;39.53;ca. 5-7 Tage;6.90;139399;;
CP 05.07.03.01;Lovital;CP 05.07.03.01;;Lovital Inba - Ballaststoffpulver - 500g;Erhältlich im 500 g Eimer  Dank seiner schnellen und sicheren Anwendung ist es nach dem Unterrühren in allen Speisen und Flüssigkeiten sofort servierfertig.  lovital® Inba ist geruchs und geschmacks neutral und ist nicht Konsistenz und Farbverändernt.  rein pflanzlich  Gluten Laktose und Fructose frei  regulierende Wirkung auf die Darmflora  kann helfen die Ballststofflücke zu schließen  frei von Allergenen und GMO frei  Anwendungshinweis: 1 Eßlöffel ca. 10g entspricht ca. 88 g Ballaststoff. Dosierung ist abhänig vom Ballststoffbedarf  Einsatzmöglichkeiten: Obstipation Diarrhoe Darminfektion entzündliche Darmerkrankungen zur Schließung der tägl. Ballststofflücke zur positiven Beeinflußung der Darmfunktion  Alle angegebenen Werte der Inhaltsstoffe und Nährwertinformationen sind Durchschnittswerte und können aufgrund von Rohstoffschwankungen abweichen.;Home;25.00;https://www.inko-versand.de/lovital-inba-500g.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/o/lovital-inba.jpg;26.25;ca. 5-7 Tage;6.90;10921451;;
BB-054-JX54-009;BEBE;BB-054-JX54-009;5900516601157;Bella Baby Happy Junior Extra Windeln (Gr. 6) - über 16 kg - 4 x BIG PACK 54 Stk. (216 Stk.);Die Größe der Windel in Verbindung mit der enormen Saugfähigkeit und der atmungsaktiven Außenschicht ermöglichen fröhliches Spielen ohne Ende – so gibt es nach dem Spaziergang oder beim morgendlichen Erwachen keine „böse Überraschung“ in Form von durchnässten Kleidern. Das innovative 3D Flexi System garantiert dem Baby volle Bewegungsfreiheit eine perfekte Anpassung an den Körper und einen zuverlässigen Schutz. 3D Flexi System steht für: breite elastische Klettverschlüsse elastische Bündchen am Rücken und hohe elastische Auslaufsperren an den Seiten der Windel. Der dünne und anatomisch geformte Saugkern nimmt die Flüssigkeit schnell auf und der spezielle Vlies Magic Green verteilt sie auf die ganze Fläche der Windel. Die atmungsaktive Außenschicht der Windel sorgt für ein angenehmes Tragegefühl und schützt die zarte Babyhaut vor Wundsein. Die farbigen Motive auf der Windel helfen bei der Entwicklung des kindlichen Vorstellungsvermögens.;Home > Inkontinenz;52.90;https://www.inko-versand.de/inkontinenzbedarf/happy-junior-extra-windelh-plus16.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/a/hapy_junior_extra_windelhose_16__inko-versand.jpg;55.55;ca. 5-7 Tage;6.90;3185106;;
08880011;Sensilind;39-062-S;4260339557668;Sensilind Latex PREMIUM Gr. S (6-7) SMALL - Latexhandschuh zum täglichen Einsatz - 100 Stk.;Sensilind Latex PREMIUM Gr. S    Universeller Latexhandschuh zum täglichen Einsatz im Pflege- Reinigungs- oder Lebensmittelbereich. Gutes Tastgefühl kombiniert mit hoher Griffigkeit und optimaler Passform zeichnen diesen Handschuh aus. PSA-Verordnung EU 2016/425 Schutzhandschuhe gegen irreversible Risiken Kategorie III Medizinproduktklasse 1 nach 93/42 EWG.;Home > Inkontinenz > Nach Marken sortiert > Sensilind;7.80;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/sensilind/sensilind-latex-premium-gr-s-6-7-small.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/e/sensilind-latex-premium_s_inko-versand.jpg;8.58;ca. 5-7 Tage;6.90;14353825;;
55703;Desinfektion;55703;4036978021958;FORMADES Rapid Pur Wipes Desinfektionstücher - sofort gebrauchsfertig - wirksam auch gegen MRSA und Noroviren - 22 x 20 cm - 80 Stück - Flow Pack - 1 Packung;Formades Rapid Pur Wipes    Formades Rapid Pur Wipes sind gebrauchsfertige vorgetränkte Tücher zur materialschonenden Schnelldesinfektion von empfindlichen Oberflächen. Sie eignen sich besonders  zur Reinigung und Desinfektion von Displays Tastaturen und Bedienfeldern.  Die Formades Rapid Pur Wipes lassen sich einzeln aus dem wiederverschließbaren und anwenderfreundlichen Pack entnehmen.    Sie sind wirksam gegen Bakterien ( inkl. MRSA ) Levurozid ( Candida Albicans ) Tuberkulose-Erreger und Noroviren.  Sie desinfizieren materialschonend rückstands- und streifenfrei.     Die Formades Rapid Pur Wipes enthalten keinerlei Parfümstoffe und sind nach Anbruch noch 3 Monate verwendbar.    Desinfektionsmittel vorsichtig verwenden. Vor Gebrauch stets Etikett und Produktinformationen leses.    Maße pro Tuch: 22 x 20 cm  Lieferumfang: 1 Packung / 80 Tücher;Home > Hygiene > Reinigung > Desinfektion;7.15;https://www.inko-versand.de/index.php/catalog/product/view/id/4589/s/product-55703-formades-rapid-pur-wipes-desinfektionstuecher-sofort-gebrauchsfertig-wirksam-auch-gegen-mrsa-und-noroviren-22-x-20-cm-80-stueck-flow-pack-1-packung/?___store=admin;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/5/55703_2.jpg;7.87;ca. 5-7 Tage;6.90;12385318;;
